link_id,tmc_corridor_name,tmc_road_sequence,tmc,link_type_name,from_node_id,to_node_id,geometry,link_type_code,FT,AT,nlanes,link_distance_VDF,free_speed,capacity,k_critical,v_congestion_cutoff,AM_Volume,AM_speed_BPR,AM_speed_QVDF, AM_t0,AM_t3,AM_P, AM_D,AM_DC_ratio,AM_mu,AM_gamma,vh06,vh07,vh08,vh09,vh10,vh11,vh12,vh13,vh14,vh15,vh16,vh17,vh18,vh19,vrh06,vrh07,vrh08,vrh09,vrh10,vrh11,vrh12,vrh13,vrh14,vrh15,vrh16,vrh17,vrh18,vrh19,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,vr06:00,vr06:15,vr06:30,vr06:45,vr07:00,vr07:15,vr07:30,vr07:45,vr08:00,vr08:15,vr08:30,vr08:45,vr09:00,vr09:15,vr09:30,vr09:45,vr10:00,vr10:15,vr10:30,vr10:45,vr11:00,vr11:15,vr11:30,vr11:45,vr12:00,vr12:15,vr12:30,vr12:45,vr13:00,vr13:15,vr13:30,vr13:45,vr14:00,vr14:15,vr14:30,vr14:45,vr15:00,vr15:15,vr15:30,vr15:45,vr16:00,vr16:15,vr16:30,vr16:45,vr17:00,vr17:15,vr17:30,vr17:45,vr18:00,vr18:15,vr18:30,vr18:45,vr19:00,vr19:15,vr19:30,vr19:45,
16,network_wide,-1,,,18,19,"LINESTRING (-112.1799140 33.6394530, -112.1682020 33.6395340)",,1,1,0,0.675053,60.000000,1800.000000,45.000000,51.000000,3200.319580,59.995663,59.985619, 7.999770,8.000230,0.000460, 266.693298,0.148163,1800.000000,7554816231229881.000000,59.997,59.990,59.240,59.996,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,59.998,59.996,59.995,59.993,59.991,59.989,59.987,51.000,59.987,59.989,59.991,59.993,59.995,59.996,59.998,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
17,network_wide,-1,,,19,20,"LINESTRING (-112.1682020 33.6395340, -112.1552780 33.6396230)",,1,1,0,0.744910,60.000000,1800.000000,45.000000,51.000000,3200.319580,59.995663,59.985619, 7.999770,8.000230,0.000460, 266.693298,0.148163,1800.000000,7554816231229881.000000,59.997,59.990,59.240,59.996,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,59.998,59.996,59.995,59.993,59.991,59.989,59.987,51.000,59.987,59.989,59.991,59.993,59.995,59.996,59.998,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
18,network_wide,-1,,,20,21,"LINESTRING (-112.1552780 33.6396230, -112.1431620 33.6397060)",,1,1,0,0.698341,60.000000,1800.000000,45.000000,51.000000,3200.319580,59.995663,59.985619, 7.999770,8.000230,0.000460, 266.693298,0.148163,1800.000000,7554816231229881.000000,59.997,59.990,59.240,59.996,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,59.998,59.996,59.995,59.993,59.991,59.989,59.987,51.000,59.987,59.989,59.991,59.993,59.995,59.996,59.998,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
19,network_wide,-1,,,21,22,"LINESTRING (-112.1431620 33.6397060, -112.1288240 33.6398050)",,1,1,0,0.826408,60.000000,1800.000000,45.000000,51.000000,3200.319580,59.995663,59.985619, 7.999770,8.000230,0.000460, 266.693298,0.148163,1800.000000,7554816231229881.000000,59.997,59.990,59.240,59.996,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,59.998,59.996,59.995,59.993,59.991,59.989,59.987,51.000,59.987,59.989,59.991,59.993,59.995,59.996,59.998,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
20,network_wide,-1,,,22,23,"LINESTRING (-112.1288240 33.6398050, -112.1173400 33.6398700)",,1,1,0,0.661902,60.000000,1800.000000,45.000000,51.000000,3200.319580,59.995663,59.985619, 7.999770,8.000230,0.000460, 266.693298,0.148163,1800.000000,7554816231229881.000000,59.997,59.990,59.240,59.996,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,59.998,59.996,59.995,59.993,59.991,59.989,59.987,51.000,59.987,59.989,59.991,59.993,59.995,59.996,59.998,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
21,network_wide,-1,,,23,24,"LINESTRING (-112.1173400 33.6398700, -112.1025730 33.6399860)",,1,1,0,0.851137,60.000000,1800.000000,45.000000,51.000000,5254.263672,59.968505,59.895667, 7.998328,8.001672,0.003344, 437.855306,0.243253,1800.000000,2710988499644.743164,59.976,59.924,59.178,59.972,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,59.987,59.974,59.961,59.948,59.935,59.922,59.909,51.000,59.909,59.922,59.935,59.948,59.961,59.974,59.987,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
22,network_wide,-1,,,24,25,"LINESTRING (-112.1025730 33.6399860, -112.0876300 33.6400890)",,1,1,0,0.861280,60.000000,1800.000000,45.000000,51.000000,5254.263672,59.968505,59.895667, 7.998328,8.001672,0.003344, 437.855306,0.243253,1800.000000,2710988499644.743164,59.976,59.924,59.178,59.972,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,59.987,59.974,59.961,59.948,59.935,59.922,59.909,51.000,59.909,59.922,59.935,59.948,59.961,59.974,59.987,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
23,network_wide,-1,,,25,26,"LINESTRING (-112.0876300 33.6400890, -112.0724850 33.6401930)",,1,1,0,0.872921,60.000000,1800.000000,45.000000,51.000000,5254.263672,59.968505,59.895667, 7.998328,8.001672,0.003344, 437.855306,0.243253,1800.000000,2710988499644.743164,59.976,59.924,59.178,59.972,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,59.987,59.974,59.961,59.948,59.935,59.922,59.909,51.000,59.909,59.922,59.935,59.948,59.961,59.974,59.987,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
24,network_wide,-1,,,26,27,"LINESTRING (-112.0724850 33.6401930, -112.0599650 33.6402790)",,1,1,0,0.721616,60.000000,1800.000000,45.000000,51.000000,5254.263672,59.968505,59.895667, 7.998328,8.001672,0.003344, 437.855306,0.243253,1800.000000,2710988499644.743164,59.976,59.924,59.178,59.972,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,59.987,59.974,59.961,59.948,59.935,59.922,59.909,51.000,59.909,59.922,59.935,59.948,59.961,59.974,59.987,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
25,network_wide,-1,,,27,28,"LINESTRING (-112.0599650 33.6402790, -112.0464350 33.6403720)",,1,1,0,0.779832,60.000000,1800.000000,45.000000,51.000000,5254.263672,59.968505,59.895667, 7.998328,8.001672,0.003344, 437.855306,0.243253,1800.000000,2710988499644.743164,59.976,59.924,59.178,59.972,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,59.987,59.974,59.961,59.948,59.935,59.922,59.909,51.000,59.909,59.922,59.935,59.948,59.961,59.974,59.987,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
26,network_wide,-1,,,28,29,"LINESTRING (-112.0464350 33.6403720, -112.0388420 33.6465680)",,1,1,0,0.611380,60.000000,1800.000000,45.000000,51.000000,5254.263672,59.968505,59.895667, 7.998328,8.001672,0.003344, 437.855306,0.243253,1800.000000,2710988499644.743164,59.976,59.924,59.178,59.972,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,59.987,59.974,59.961,59.948,59.935,59.922,59.909,51.000,59.909,59.922,59.935,59.948,59.961,59.974,59.987,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
27,network_wide,-1,,,29,2,"LINESTRING (-112.0388420 33.6465680, -112.0298670 33.6552860)",,1,1,0,0.792710,60.000000,1800.000000,45.000000,51.000000,5254.263672,59.968505,59.895667, 7.998328,8.001672,0.003344, 437.855306,0.243253,1800.000000,2710988499644.743164,59.976,59.924,59.178,59.972,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,59.987,59.974,59.961,59.948,59.935,59.922,59.909,51.000,59.909,59.922,59.935,59.948,59.961,59.974,59.987,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
28,network_wide,-1,,,12,2,"LINESTRING (-112.0386420 33.6623000, -112.0298670 33.6552860)",,1,1,0,0.699484,60.000000,1800.000000,45.000000,51.000000,5745.736267,59.985745,59.952748, 7.999244,8.000756,0.001513, 359.108517,0.199505,1800.000000,64685399492841.718750,59.989,59.966,59.217,59.987,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,60.000,59.994,59.988,59.982,59.976,59.970,59.965,59.959,51.000,59.959,59.965,59.970,59.976,59.982,59.988,59.994,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
40,network_wide,-1,,,38,33,"LINESTRING (-112.1175340 33.6624650, -112.1150510 33.6546850)",,1,1,0,0.554866,65.000000,1900.000000,45.000000,55.250000,2053.944092,64.999358,64.997870, 7.999969,8.000031,0.000063, 171.162008,0.090085,1900.000000,21101635567001419776.000000,65.000,64.998,64.186,64.999,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,65.000,65.000,64.999,64.999,64.999,64.999,64.998,64.998,55.250,64.998,64.998,64.999,64.999,64.999,64.999,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
42,network_wide,-1,,,33,39,"LINESTRING (-112.1150520 33.6546880, -112.1153660 33.6468330)",,1,1,0,0.541572,65.000000,1900.000000,45.000000,55.250000,2053.944092,64.999358,64.997870, 7.999969,8.000031,0.000063, 171.162008,0.090085,1900.000000,21101635567001419776.000000,65.000,64.998,64.186,64.999,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,65.000,65.000,64.999,64.999,64.999,64.999,64.998,64.998,55.250,64.998,64.998,64.999,64.999,64.999,64.999,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
56,network_wide,-1,,,7,38,"LINESTRING (-112.1203160 33.6680620, -112.1175340 33.6624630)",,1,1,0,0.417787,65.000000,1900.000000,45.000000,55.250000,2053.944092,64.948029,64.827949, 7.997453,8.002547,0.005094, 513.486023,0.270256,1900.000000,490203088985.723816,64.961,64.874,64.069,64.953,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,65.000,64.978,64.957,64.935,64.914,64.892,64.871,64.849,55.250,64.849,64.871,64.892,64.914,64.935,64.957,64.978,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
58,network_wide,-1,,,39,23,"LINESTRING (-112.1153650 33.6468360, -112.1173500 33.6398730)",,1,1,0,0.493250,65.000000,1900.000000,45.000000,55.250000,2053.944092,64.948029,64.827949, 7.997453,8.002547,0.005094, 513.486023,0.270256,1900.000000,490203088985.723816,64.961,64.874,64.069,64.953,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,65.000,64.978,64.957,64.935,64.914,64.892,64.871,64.849,55.250,64.849,64.871,64.892,64.914,64.935,64.957,64.978,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,65.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
